[1] 299m:59s to go...
---- Running throughput benchmarks (higher is better) ----
     boost::lockfree::spsc_queue, 1,s:  92,805,012 msg/sec
         xenium::ramalhete_queue, 7,s:  16,930,976 msg/sec
         xenium::ramalhete_queue, 7,i:  17,656,322 msg/sec
         xenium::ramalhete_queue, 8,s:  16,968,531 msg/sec
         xenium::ramalhete_queue, 8,i:  17,530,155 msg/sec
    xenium::vyukov_bounded_queue, 1,s:  49,855,071 msg/sec
    xenium::vyukov_bounded_queue, 1,i:  54,971,997 msg/sec
    xenium::vyukov_bounded_queue, 2,s:  16,279,253 msg/sec
    xenium::vyukov_bounded_queue, 2,i:  10,190,249 msg/sec
    xenium::vyukov_bounded_queue, 3,s:   9,146,390 msg/sec
    xenium::vyukov_bounded_queue, 3,i:   7,598,383 msg/sec
    xenium::vyukov_bounded_queue, 4,s:   8,449,893 msg/sec
    xenium::vyukov_bounded_queue, 4,i:   6,209,548 msg/sec
    xenium::vyukov_bounded_queue, 5,s:   6,908,659 msg/sec
    xenium::vyukov_bounded_queue, 5,i:   5,717,786 msg/sec
    xenium::vyukov_bounded_queue, 6,s:   5,554,864 msg/sec
    xenium::vyukov_bounded_queue, 6,i:   4,826,959 msg/sec
    xenium::vyukov_bounded_queue, 7,s:   4,875,908 msg/sec
    xenium::vyukov_bounded_queue, 7,i:   4,244,507 msg/sec
    xenium::vyukov_bounded_queue, 8,s:   4,283,870 msg/sec
    xenium::vyukov_bounded_queue, 8,i:   3,782,865 msg/sec
                     AtomicQueue, 1,s:  58,007,937 msg/sec
                     AtomicQueue, 1,i:  58,538,207 msg/sec
                     AtomicQueue, 2,s:   7,702,447 msg/sec
                     AtomicQueue, 2,i:   6,132,945 msg/sec
                     AtomicQueue, 3,s:   5,362,933 msg/sec
                     AtomicQueue, 3,i:   4,390,861 msg/sec
                     AtomicQueue, 4,s:   4,330,959 msg/sec
                     AtomicQueue, 4,i:   3,369,744 msg/sec
                     AtomicQueue, 5,s:   3,472,598 msg/sec
                     AtomicQueue, 5,i:   2,807,762 msg/sec
                     AtomicQueue, 6,s:   3,007,805 msg/sec
                     AtomicQueue, 6,i:   2,385,011 msg/sec
                     AtomicQueue, 7,s:   2,531,619 msg/sec
                     AtomicQueue, 7,i:   2,070,040 msg/sec
                     AtomicQueue, 8,s:   2,240,286 msg/sec
                     AtomicQueue, 8,i:   1,803,764 msg/sec
                    AtomicQueueB, 1,s:  41,053,464 msg/sec
                    AtomicQueueB, 1,i:  41,613,678 msg/sec
                    AtomicQueueB, 2,s:   7,528,395 msg/sec
                    AtomicQueueB, 2,i:   6,052,349 msg/sec
                    AtomicQueueB, 3,s:   5,368,367 msg/sec
                    AtomicQueueB, 3,i:   4,370,551 msg/sec
                    AtomicQueueB, 4,s:   4,330,593 msg/sec
                    AtomicQueueB, 4,i:   3,406,521 msg/sec
                    AtomicQueueB, 5,s:   3,476,037 msg/sec
                    AtomicQueueB, 5,i:   2,815,646 msg/sec
                    AtomicQueueB, 6,s:   3,005,510 msg/sec
                    AtomicQueueB, 6,i:   2,399,510 msg/sec
                    AtomicQueueB, 7,s:   2,522,717 msg/sec
                    AtomicQueueB, 7,i:   2,075,896 msg/sec
                    AtomicQueueB, 8,s:   2,220,342 msg/sec
                    AtomicQueueB, 8,i:   1,828,345 msg/sec
             OptimistAtomicQueue, 1,s: 469,712,911 msg/sec
             OptimistAtomicQueue, 1,i: 481,941,646 msg/sec
             OptimistAtomicQueue, 2,s:  42,531,147 msg/sec
             OptimistAtomicQueue, 2,i:  25,428,068 msg/sec
             OptimistAtomicQueue, 3,s:  31,298,265 msg/sec
             OptimistAtomicQueue, 3,i:  26,237,093 msg/sec
             OptimistAtomicQueue, 4,s:  33,929,082 msg/sec
             OptimistAtomicQueue, 4,i:  26,702,198 msg/sec
             OptimistAtomicQueue, 5,s:  32,128,906 msg/sec
             OptimistAtomicQueue, 5,i:  26,044,718 msg/sec
             OptimistAtomicQueue, 6,s:  32,209,683 msg/sec
             OptimistAtomicQueue, 6,i:  25,063,875 msg/sec
             OptimistAtomicQueue, 7,s:  28,915,527 msg/sec
             OptimistAtomicQueue, 7,i:  24,081,204 msg/sec
             OptimistAtomicQueue, 8,s:  30,367,243 msg/sec
             OptimistAtomicQueue, 8,i:  23,132,362 msg/sec
            OptimistAtomicQueueB, 1,s: 186,804,154 msg/sec
            OptimistAtomicQueueB, 1,i: 194,142,337 msg/sec
            OptimistAtomicQueueB, 2,s:  40,953,495 msg/sec
            OptimistAtomicQueueB, 2,i:  25,516,244 msg/sec
            OptimistAtomicQueueB, 3,s:  31,769,176 msg/sec
            OptimistAtomicQueueB, 3,i:  26,733,123 msg/sec
            OptimistAtomicQueueB, 4,s:  34,099,038 msg/sec
            OptimistAtomicQueueB, 4,i:  26,464,590 msg/sec
            OptimistAtomicQueueB, 5,s:  32,064,416 msg/sec
            OptimistAtomicQueueB, 5,i:  25,530,706 msg/sec
            OptimistAtomicQueueB, 6,s:  32,278,656 msg/sec
            OptimistAtomicQueueB, 6,i:  24,892,513 msg/sec
            OptimistAtomicQueueB, 7,s:  30,319,501 msg/sec
            OptimistAtomicQueueB, 7,i:  24,014,895 msg/sec
            OptimistAtomicQueueB, 8,s:  30,022,132 msg/sec
            OptimistAtomicQueueB, 8,i:  23,160,328 msg/sec
                    AtomicQueue2, 1,s:  51,956,904 msg/sec
                    AtomicQueue2, 1,i:  53,337,714 msg/sec
                    AtomicQueue2, 2,s:   7,117,321 msg/sec
                    AtomicQueue2, 2,i:   5,983,659 msg/sec
                    AtomicQueue2, 3,s:   5,200,169 msg/sec
                    AtomicQueue2, 3,i:   4,328,105 msg/sec
                    AtomicQueue2, 4,s:   4,238,258 msg/sec
                    AtomicQueue2, 4,i:   3,353,602 msg/sec
                    AtomicQueue2, 5,s:   3,437,850 msg/sec
                    AtomicQueue2, 5,i:   2,791,342 msg/sec
                    AtomicQueue2, 6,s:   2,930,661 msg/sec
                    AtomicQueue2, 6,i:   2,378,025 msg/sec
                    AtomicQueue2, 7,s:   2,455,583 msg/sec
                    AtomicQueue2, 7,i:   2,066,793 msg/sec
                    AtomicQueue2, 8,s:   2,165,408 msg/sec
                    AtomicQueue2, 8,i:   1,803,041 msg/sec
                   AtomicQueueB2, 1,s:  40,867,035 msg/sec
                   AtomicQueueB2, 1,i:  41,095,136 msg/sec
                   AtomicQueueB2, 2,s:   6,831,423 msg/sec
                   AtomicQueueB2, 2,i:   5,955,387 msg/sec
                   AtomicQueueB2, 3,s:   5,203,691 msg/sec
                   AtomicQueueB2, 3,i:   4,331,261 msg/sec
                   AtomicQueueB2, 4,s:   4,250,652 msg/sec
                   AtomicQueueB2, 4,i:   3,372,988 msg/sec
                   AtomicQueueB2, 5,s:   3,424,044 msg/sec
                   AtomicQueueB2, 5,i:   2,788,268 msg/sec
                   AtomicQueueB2, 6,s:   2,951,168 msg/sec
                   AtomicQueueB2, 6,i:   2,377,167 msg/sec
                   AtomicQueueB2, 7,s:   2,469,784 msg/sec
                   AtomicQueueB2, 7,i:   2,064,929 msg/sec
                   AtomicQueueB2, 8,s:   2,172,857 msg/sec
                   AtomicQueueB2, 8,i:   1,809,455 msg/sec
            OptimistAtomicQueue2, 1,s: 206,970,775 msg/sec
            OptimistAtomicQueue2, 1,i: 211,389,675 msg/sec
            OptimistAtomicQueue2, 2,s:  18,721,353 msg/sec
            OptimistAtomicQueue2, 2,i:  16,277,504 msg/sec
            OptimistAtomicQueue2, 3,s:  22,303,354 msg/sec
            OptimistAtomicQueue2, 3,i:  19,732,050 msg/sec
            OptimistAtomicQueue2, 4,s:  31,575,224 msg/sec
            OptimistAtomicQueue2, 4,i:  23,525,094 msg/sec
            OptimistAtomicQueue2, 5,s:  30,961,765 msg/sec
            OptimistAtomicQueue2, 5,i:  25,085,038 msg/sec
            OptimistAtomicQueue2, 6,s:  29,242,573 msg/sec
            OptimistAtomicQueue2, 6,i:  24,167,300 msg/sec
            OptimistAtomicQueue2, 7,s:  29,461,976 msg/sec
            OptimistAtomicQueue2, 7,i:  23,533,020 msg/sec
            OptimistAtomicQueue2, 8,s:  26,080,679 msg/sec
            OptimistAtomicQueue2, 8,i:  22,406,965 msg/sec
           OptimistAtomicQueueB2, 1,s:  68,471,858 msg/sec
           OptimistAtomicQueueB2, 1,i:  68,255,472 msg/sec
           OptimistAtomicQueueB2, 2,s:  19,598,205 msg/sec
           OptimistAtomicQueueB2, 2,i:  16,281,240 msg/sec
           OptimistAtomicQueueB2, 3,s:  22,018,388 msg/sec
           OptimistAtomicQueueB2, 3,i:  19,336,737 msg/sec
           OptimistAtomicQueueB2, 4,s:  29,941,374 msg/sec
           OptimistAtomicQueueB2, 4,i:  23,064,581 msg/sec
           OptimistAtomicQueueB2, 5,s:  30,371,043 msg/sec
           OptimistAtomicQueueB2, 5,i:  24,522,281 msg/sec
           OptimistAtomicQueueB2, 6,s:  27,623,924 msg/sec
           OptimistAtomicQueueB2, 6,i:  24,117,047 msg/sec
           OptimistAtomicQueueB2, 7,s:  26,154,308 msg/sec
           OptimistAtomicQueueB2, 7,i:  23,202,123 msg/sec
           OptimistAtomicQueueB2, 8,s:  29,315,557 msg/sec
           OptimistAtomicQueueB2, 8,i:  22,175,525 msg/sec

---- Running ping-pong benchmarks (lower is better) ----
     boost::lockfree::spsc_queue: 0.000000109 sec/round-trip
          boost::lockfree::queue: 0.000000206 sec/round-trip
                  TicketSpinlock: 0.000000206 sec/round-trip
   moodycamel::ReaderWriterQueue: 0.000000094 sec/round-trip
     moodycamel::ConcurrentQueue: 0.000000130 sec/round-trip
                pthread_spinlock: 0.000000212 sec/round-trip
                      std::mutex: 0.000000599 sec/round-trip
                 tbb::spin_mutex: 0.000000198 sec/round-trip
   tbb::concurrent_bounded_queue: 0.000000195 sec/round-trip
     xenium::michael_scott_queue: 0.000000285 sec/round-trip
         xenium::ramalhete_queue: 0.000000145 sec/round-trip
    xenium::vyukov_bounded_queue: 0.000000133 sec/round-trip
                     AtomicQueue: 0.000000086 sec/round-trip
                    AtomicQueueB: 0.000000096 sec/round-trip
             OptimistAtomicQueue: 0.000000071 sec/round-trip
            OptimistAtomicQueueB: 0.000000074 sec/round-trip
                    AtomicQueue2: 0.000000098 sec/round-trip
                   AtomicQueueB2: 0.000000100 sec/round-trip
            OptimistAtomicQueue2: 0.000000082 sec/round-trip
           OptimistAtomicQueueB2: 0.000000080 sec/round-trip

[21] 264m:19s to go...
---- Running throughput benchmarks (higher is better) ----
     boost::lockfree::spsc_queue, 1,s:  91,221,066 msg/sec
     boost::lockfree::spsc_queue, 1,i:  84,584,478 msg/sec
          boost::lockfree::queue, 1,s:   9,312,150 msg/sec
          boost::lockfree::queue, 1,i:   9,334,608 msg/sec
          boost::lockfree::queue, 2,s:   3,361,785 msg/sec
          boost::lockfree::queue, 2,i:   3,397,568 msg/sec
          boost::lockfree::queue, 3,s:   2,947,244 msg/sec
          boost::lockfree::queue, 3,i:   2,990,576 msg/sec
          boost::lockfree::queue, 4,s:   2,290,839 msg/sec
          boost::lockfree::queue, 4,i:   2,334,103 msg/sec
          boost::lockfree::queue, 5,s:   1,936,311 msg/sec
          boost::lockfree::queue, 5,i:   1,945,992 msg/sec
          boost::lockfree::queue, 6,s:   1,316,104 msg/sec
          boost::lockfree::queue, 6,i:   1,417,871 msg/sec
          boost::lockfree::queue, 7,s:   1,098,337 msg/sec
          boost::lockfree::queue, 7,i:   1,195,146 msg/sec
          boost::lockfree::queue, 8,s:     907,444 msg/sec
          boost::lockfree::queue, 8,i:   1,058,085 msg/sec
                  TicketSpinlock, 1,s:   7,976,276 msg/sec
                  TicketSpinlock, 1,i:   8,003,403 msg/sec
                  TicketSpinlock, 2,s:   3,144,559 msg/sec
                  TicketSpinlock, 2,i:   3,275,527 msg/sec
                  TicketSpinlock, 3,s:   2,667,735 msg/sec
                  TicketSpinlock, 3,i:   2,630,514 msg/sec
                  TicketSpinlock, 4,s:   2,174,457 msg/sec
                  TicketSpinlock, 4,i:   2,213,146 msg/sec
                  TicketSpinlock, 5,s:   1,840,078 msg/sec
                  TicketSpinlock, 5,i:   1,861,849 msg/sec
                  TicketSpinlock, 6,s:   1,634,159 msg/sec
                  TicketSpinlock, 6,i:   1,644,801 msg/sec
                  TicketSpinlock, 7,s:   1,403,878 msg/sec
                  TicketSpinlock, 7,i:   1,414,787 msg/sec
                  TicketSpinlock, 8,s:   1,254,140 msg/sec
                  TicketSpinlock, 8,i:   1,258,583 msg/sec
   moodycamel::ReaderWriterQueue, 1,s: 288,972,241 msg/sec
   moodycamel::ReaderWriterQueue, 1,i: 299,010,872 msg/sec
     moodycamel::ConcurrentQueue, 1,s:  15,581,852 msg/sec
     moodycamel::ConcurrentQueue, 1,i:  15,680,189 msg/sec
     moodycamel::ConcurrentQueue, 2,s:   7,822,496 msg/sec
     moodycamel::ConcurrentQueue, 2,i:   9,021,500 msg/sec
     moodycamel::ConcurrentQueue, 3,s:   7,561,418 msg/sec
     moodycamel::ConcurrentQueue, 3,i:   8,811,622 msg/sec
     moodycamel::ConcurrentQueue, 4,s:   7,189,559 msg/sec
     moodycamel::ConcurrentQueue, 4,i:   9,255,670 msg/sec
     moodycamel::ConcurrentQueue, 5,s:  14,019,810 msg/sec
     moodycamel::ConcurrentQueue, 5,i:   9,399,298 msg/sec
     moodycamel::ConcurrentQueue, 6,s:   7,551,104 msg/sec
     moodycamel::ConcurrentQueue, 6,i:  15,117,371 msg/sec
     moodycamel::ConcurrentQueue, 7,s:   8,092,061 msg/sec
     moodycamel::ConcurrentQueue, 7,i:  26,761,339 msg/sec
     moodycamel::ConcurrentQueue, 8,s:   8,153,615 msg/sec
     moodycamel::ConcurrentQueue, 8,i:   9,676,821 msg/sec
                pthread_spinlock, 1,s:  19,357,681 msg/sec
                pthread_spinlock, 1,i:  19,283,903 msg/sec
                pthread_spinlock, 2,s:   5,543,738 msg/sec
                pthread_spinlock, 2,i:   5,833,033 msg/sec
                pthread_spinlock, 3,s:   4,765,675 msg/sec
                pthread_spinlock, 3,i:   4,569,365 msg/sec
                pthread_spinlock, 4,s:   3,892,952 msg/sec
                pthread_spinlock, 4,i:   3,604,725 msg/sec
                pthread_spinlock, 5,s:   2,568,687 msg/sec
                pthread_spinlock, 5,i:   2,805,142 msg/sec
                pthread_spinlock, 6,s:   1,402,741 msg/sec
                pthread_spinlock, 6,i:   2,655,838 msg/sec
                pthread_spinlock, 7,s:   1,692,015 msg/sec
                pthread_spinlock, 7,i:   2,801,708 msg/sec
                pthread_spinlock, 8,s:   1,105,706 msg/sec
                pthread_spinlock, 8,i:   2,520,690 msg/sec
                      std::mutex, 1,s:   7,464,469 msg/sec
                      std::mutex, 1,i:   7,366,759 msg/sec
                      std::mutex, 2,s:   4,864,660 msg/sec
                      std::mutex, 2,i:   4,474,664 msg/sec
                      std::mutex, 3,s:   2,550,201 msg/sec
                      std::mutex, 3,i:   2,561,997 msg/sec
                      std::mutex, 4,s:   2,406,475 msg/sec
                      std::mutex, 4,i:   2,401,387 msg/sec
                      std::mutex, 5,s:   2,352,131 msg/sec
                      std::mutex, 5,i:   2,278,802 msg/sec
                      std::mutex, 6,s:   2,147,607 msg/sec
                      std::mutex, 6,i:   2,155,225 msg/sec
                      std::mutex, 7,s:   2,063,296 msg/sec
                      std::mutex, 7,i:   2,008,795 msg/sec
                      std::mutex, 8,s:   1,969,854 msg/sec
                      std::mutex, 8,i:   1,918,515 msg/sec
                 tbb::spin_mutex, 1,s:  40,941,255 msg/sec
                 tbb::spin_mutex, 1,i:  42,350,127 msg/sec
                 tbb::spin_mutex, 2,s:  10,085,814 msg/sec
                 tbb::spin_mutex, 2,i:   9,192,041 msg/sec
                 tbb::spin_mutex, 3,s:   5,886,947 msg/sec
                 tbb::spin_mutex, 3,i:   5,436,771 msg/sec
                 tbb::spin_mutex, 4,s:   4,007,816 msg/sec
                 tbb::spin_mutex, 4,i:   3,756,234 msg/sec
                 tbb::spin_mutex, 5,s:   3,156,396 msg/sec
                 tbb::spin_mutex, 5,i:   3,079,584 msg/sec
                 tbb::spin_mutex, 6,s:   2,539,491 msg/sec
                 tbb::spin_mutex, 6,i:   2,470,897 msg/sec
                 tbb::spin_mutex, 7,s:   1,952,849 msg/sec
                 tbb::spin_mutex, 7,i:   2,054,078 msg/sec
                 tbb::spin_mutex, 8,s:   1,560,783 msg/sec
                 tbb::spin_mutex, 8,i:   1,764,839 msg/sec
   tbb::concurrent_bounded_queue, 1,s:  13,087,744 msg/sec
   tbb::concurrent_bounded_queue, 1,i:  13,122,126 msg/sec
   tbb::concurrent_bounded_queue, 2,s:   6,067,635 msg/sec
   tbb::concurrent_bounded_queue, 2,i:   6,524,634 msg/sec
   tbb::concurrent_bounded_queue, 3,s:   4,800,279 msg/sec
   tbb::concurrent_bounded_queue, 3,i:   4,568,599 msg/sec
   tbb::concurrent_bounded_queue, 4,s:   3,999,942 msg/sec
   tbb::concurrent_bounded_queue, 4,i:   3,437,611 msg/sec
   tbb::concurrent_bounded_queue, 5,s:   3,466,173 msg/sec
   tbb::concurrent_bounded_queue, 5,i:   2,860,153 msg/sec
   tbb::concurrent_bounded_queue, 6,s:   2,857,585 msg/sec
   tbb::concurrent_bounded_queue, 6,i:   2,350,185 msg/sec
   tbb::concurrent_bounded_queue, 7,s:   2,526,440 msg/sec
   tbb::concurrent_bounded_queue, 7,i:   2,046,662 msg/sec
   tbb::concurrent_bounded_queue, 8,s:   2,099,444 msg/sec
   tbb::concurrent_bounded_queue, 8,i:   1,771,459 msg/sec
     xenium::michael_scott_queue, 1,s:   9,963,676 msg/sec
     xenium::michael_scott_queue, 1,i:   9,660,131 msg/sec
     xenium::michael_scott_queue, 2,s:   6,552,256 msg/sec
     xenium::michael_scott_queue, 2,i:   4,905,753 msg/sec
     xenium::michael_scott_queue, 3,s:   4,067,963 msg/sec
     xenium::michael_scott_queue, 3,i:   3,546,511 msg/sec
     xenium::michael_scott_queue, 4,s:   3,340,700 msg/sec
     xenium::michael_scott_queue, 4,i:   2,771,357 msg/sec
     xenium::michael_scott_queue, 5,s:   2,596,621 msg/sec
     xenium::michael_scott_queue, 5,i:   2,298,621 msg/sec
     xenium::michael_scott_queue, 6,s:   2,216,078 msg/sec
     xenium::michael_scott_queue, 6,i:   1,874,388 msg/sec
     xenium::michael_scott_queue, 7,s:   1,946,517 msg/sec
     xenium::michael_scott_queue, 7,i:   1,632,828 msg/sec
     xenium::michael_scott_queue, 8,s:   1,656,909 msg/sec
     xenium::michael_scott_queue, 8,i:   1,404,521 msg/sec
         xenium::ramalhete_queue, 1,s:  20,431,580 msg/sec
         xenium::ramalhete_queue, 1,i:  20,310,746 msg/sec
         xenium::ramalhete_queue, 2,s:  23,131,388 msg/sec
         xenium::ramalhete_queue, 2,i:  16,967,776 msg/sec
         xenium::ramalhete_queue, 3,s:  22,326,718 msg/sec
         xenium::ramalhete_queue, 3,i:  16,739,533 msg/sec
         xenium::ramalhete_queue, 4,s:  19,034,892 msg/sec
         xenium::ramalhete_queue, 4,i:  17,861,716 msg/sec
